,Service,Type,Rating,Hires,Price,Zip Code
0,WELL COACHED LIFE & GRIT Kids,291,5,47,200,96813
1,Joan Warren Therapy,291,5,531,120,96813
2,"Dr. Clinton Bullock, Ed.D., CPC",291,5,27,75/session,96813
3,"Emotional Healing & RTT Hypnotherapy Fischer, MD",291,5,74,170,96813
4,Life Bridge Coaching,291,5,374,125,96813
5,Lightworks Therapy,291,5,25,125,96813
6,Guidance Motivational Counseling,291,5,19,50/session,96813
7,Dr. Carla McGowan Counselor/ Master Life Coach,291,5,76,110,96813
8,ISO Life Coaching Services,291,5,18,250,96813
9,Mind Body Spirit,291,5,40,50/session,96813
10,Cheryl Lister,291,5,6,150,96813
11,Agape Christian Therapy/Counseling,291,5,12,70,96813
12,Scott Harrison,291,5,45,100,96813
13,Ellev8 Movement,291,5,43,111,96813
14,Don Foor,291,5,240,100,96813
15,"Providence Holistic Counselor, Coach & Reiki",291,5,56,80,96813
16,Jeff Yalden,291,5,2,100/session,96813
17,Elate Life Coaching,291,5,2,,96813
18,Jeffrey Batton,291,5,24,125,96813
19,Embracing Self - Life Coaching & Counseling,291,5,6,50/session,96813
20,"XYZ Life Coach, Board-Cert. & Masters Dgr. / WA-DC",291,5,16,85/session,96813
21,"Heather Siegel, Mind/Body and Life Specialist",291,5,11,70/session,96813
22,Hunter Coaching and Hypnotherapy,291,4.5,17,100,96813
23,"Daniel Gopin, LPC",291,5,100,110,96813
24,The Nairubbean LLC,291,5,5,100,96813
25,Harrison Pastoral Services,291,5,6,135/session,96813
26,Hypnosis At Kinetic Healing Connection,291,5,16,,96813
27,Lisa Moore-Kerigan,291,5,2,80/session,96813
28,Inner Power Insights,291,5,147,110/session,96813
29,Monica Ahn - New Life Coaching,291,5,10,150/session,96813
