,Service,Type,Rating,Hires,Price,Zip Code
0,Bishop Fine Plumbing-Water Heater Specialist,76,5,414,125,85001
1,Ortega & Sons,76,4.5,53,65,85001
2,Taylor’s Handyman Services,76,4,3,,85001
