,Service,Type,Rating,Hires,Price,Zip Code
0,West Bolz - Acoustic Performer,409,5,28,,28105
1,The Time Pirates,409,5,13,150/hour,28105
2,The Copper Piano - Dueling Pianos,409,5,3,,28105
3,Kids in America-Totally 80's Tribute Band,409,5,,850/hour,28105
4,Savannah Sunday,409,5,,,28105
5,Brothers King,409,5,5,300/hour,28105
6,CJ Guitar Lessons,409,5,13,,28105
7,The Next Level,409,5,9,750/hour,28105
8,Louis Pettinelli Entertainment (Charlotte Branch),409,5,10,200/hour,28105
9,HM Harp,409,5,2,150/hour,28105
10,Whirl-A-Way Sounds Dj & Event Entertainment,409,4.5,119,150/hour,28105
11,Piano Styles,409,5,,,28105
12,Trané N'Chel (Trané Productions),409,5,,150/hour,28105
13,Tru Masters Digital Entertainment,409,5,23,200/hour,28105
14,Don Colton,409,4.5,10,100/hour,28105
15,Jay Seagrave,409,5,8,400/hour,28105
