,Service,Type,Rating,Hires,Price,Zip Code
0,Fabre Flooring LLC,45,5,17,,30303
1,O'Dara Trade Group Co.,45,4.5,24,,30303
2,iPin Investors LLC,45,3.5,10,,30303
3,"Metro Pal Contractors, LLC",45,5,,,30303
4,Quentin Stubbs,45,5,19,,30303
5,Construction Done Right,45,5,4,,30303
