,Service,Type,Rating,Hires,Price,Zip Code
0,Chris Michael Magic - #1 Thumbtack Pro,381,5,439,,23454
1,The Classical Magic of Lawrence Lessner,381,4,29,150,23454
2,Sprinklez Face Painting & Balloon Twisting,381,5,70,85,23454
3,MerMan's COMEDY/ILLUSION East Coast #1 FAMILY show,381,5,150,,23454
4,Apex Magic,381,5,,,23454
5,David Butler,381,,,150,23454
6,The Amazing Josini,381,5,2,375,23454
7,Nas Spade,381,5,,250,23454
8,"MerMan's Face Paint, Magic Shows, Comedy",381,5,7,100,23454
9,Balloons By Francine,381,5,4,100,23454
10,Callback Comedy Productions,381,5,41,250/hour,23454
11,"Wellness Mary, LLC",381,5,13,75/hour,23454
12,Tarot BAE,381,5,17,100/hour,23454
13,Tee The Entertainer,381,5,,,23454
14,Holly Harrell Design & Caricature,381,5,12,100/hour,23454
