,Service,Type,Rating,Hires,Price,Zip Code
0,Bowen Cruises LLC,429,5,23,,43215
1,PRESTO MAGIC TRAVEL,429,4.5,16,,43215
2,5 Star Global Travel,429,5,106,,43215
3,Crystal Coast Limousine,429,5,43,,43215
4,Narcisse Worldwide Travel,429,5,,,43215
5,"Regal Coach Lines, Inc.",429,4.5,10,,43215
6,Parea Partners,429,5,6,,43215
