,Service,Type,Rating,Hires,Price,Zip Code
0,Revive Massage & Bodywork,273,5,10,75/session,29217
1,newhealey alternative healing,273,5,,250/session,29217
2,Kenne LMT,273,5,7,75/session,29217
3,Clark’s Comfort,273,5,,65/session,29217
4,Tony’s Holistic and Massage Wellness Services,273,,,80/session,29217
5,"Energy Pathways, Inc.",273,,,100/session,29217
6,Jamie Drew Art,273,,,80/session,29217
7,Lexington Massage Therapy,273,5,6,80/session,29217
8,Eternal Taylor'd Deep Vibes,273,5,,100/session,29217
9,HypnoYoga Online,273,5,,74/session,29217
10,Alta Vista Energy Center,273,,,100/session,29217
