,Service,Type,Rating,Hires,Price,Zip Code
0,Susan Ward,30,5,86,40,78207
1,Beckle Music Studio,30,5,199,20,78207
2,Rock with Roxanne,30,5,3,50,78207
3,Experienced Piano Instructor,30,5,66,30,78207
4,Tim Chernikoff Jazz,30,5,8,50,78207
5,Tim Lyddon piano,30,5,26,35,78207
6,Hudson Maness,30,5,5,15,78207
7,Akily Music,30,5,79,25,78207
8,David Chang Music,30,5,91,70,78207
9,Piano Lessons with Dan,30,5,21,46,78207
10,Laura's Piano Lessons of Denver,30,5,10,35,78207
11,Mrs. K's Music Lesson Factory,30,5,,35,78207
12,Dr. Pei-Hsin Kao - Remote Piano/Bellevue WA,30,5,4,50,78207
13,Southern Music Academy,30,5,19,36,78207
14,Music on the Piano,30,5,,30,78207
15,Julie Lee Piano,30,5,14,50,78207
16,Beginning Piano Studio,30,4.5,42,34,78207
17,Kevin Peter Jones - Drums & Piano,30,5,30,38,78207
18,Jae Han (A4 Music Center),30,5,13,45,78207
19,Music Teacher – Jonah Lazarus,30,5,2,30,78207
20,Mr. K's In Home Music Lessons,30,5,11,32,78207
21,Dr. Stephanie's Voice & Piano Studio,30,5,144,60,78207
22,The Piano Studio of Emily Murphy,30,5,7,30,78207
23,Francesco’s Piano Tuning & Music School,30,5,78,35,78207
24,Boop Sha-Bop! Piano Studio,30,5,,35,78207
25,Piano and cello lessons with Christi,30,5,26,25,78207
26,"Dr. Francis Hon, DMA | New York",30,5,177,70,78207
27,Mitch Pengra Piano,30,5,,55,78207
28,"Rachel Morin, D.M.A.",30,5,13,30,78207
29,Ryan Fedak,30,5,23,55,78207
