,Service,Type,Rating,Hires,Price,Zip Code
0,capital investigation services,323,5,15,,78701
1,🏆 Detective Chris | Solved It Investigations,323,5,282,250/hour,78701
2,F3 Intelligence Corp,323,5,70,250/hour,78701
3,Bower PI,323,5,,,78701
4,Toltec Investigations,323,5,103,150/hour,78701
5,Quinn Private Investigations,323,4,3,80/hour,78701
6,Studium LLC,323,5,6,80/hour,78701
7,Online Dating Investigation * Identity * Catfish *,323,5,24,200/hour,78701
8,Certified Security and Investigations,323,5,19,140/hour,78701
9,ACOP(Investigations/Security),323,4.5,85,80/hour,78701
10,Redbeard Intelligence & Investigation,323,5,8,250/hour,78701
11,"Precision One, Inc.",323,4.5,32,100/hour,78701
12,Texas Public Safety and Investigations,323,,2,75/hour,78701
13,Harbortown Investigative Services & Consulting LLC,323,5,9,75/hour,78701
14,Security Integrity Solutions,323,5,,80/hour,78701
15,AncesTree,323,5,50,,78701
16,SERAPH Inc.,323,4,201,75/hour,78701
17,Cal State Recovery,323,4,91,65/hour,78701
18,DavisDNA & Family Research,323,5,27,,78701
19,Green Knight Digital Investigations LLC,323,5,,100/hour,78701
20,Wessel Forensic Accounting,323,,2,125/hour,78701
21,A View From the Past,323,5,36,,78701
22,A Balanced Life,323,5,6,,78701
23,RMS Family Research,323,5,10,,78701
24,BMC ENTERPRISE,323,5,,90/hour,78701
25,Massage by Carlos,323,4.5,49,,78701
26,NG Lineages,323,5,,,78701
27,Lyght Detective Agency,323,4,66,,78701
28,"Hybrid-Training, LLC",323,5,27,,78701
29,The Wellbeing Advocate,323,5,,,78701
