,Service,Type,Rating,Hires,Price,Zip Code
0,capital investigation services,345,5,15,,78701
1,F3 Intelligence Corp,345,5,70,250/hour,78701
2,🏆 Detective Chris | Solved It Investigations,345,5,282,250/hour,78701
3,Toltec Investigations,345,5,103,150/hour,78701
4,Online Dating Investigation * Identity * Catfish *,345,5,24,200/hour,78701
5,Redbeard Intelligence & Investigation,345,5,8,250/hour,78701
6,Quinn Private Investigations,345,4,3,80/hour,78701
7,ACOP(Investigations/Security),345,4.5,85,80/hour,78701
8,Certified Security and Investigations,345,5,19,140/hour,78701
9,CX5 Industries,345,5,,,78701
10,TRACCO Consultancy and Investigations,345,5,,90/hour,78701
11,Texas Public Safety and Investigations,345,,2,75/hour,78701
12,SERAPH Inc.,345,4,201,75/hour,78701
13,Cal State Recovery,345,4,91,65/hour,78701
14,Wessel Forensic Accounting,345,,2,125/hour,78701
15,Green Knight Digital Investigations LLC,345,5,,100/hour,78701
16,BMC ENTERPRISE,345,5,,90/hour,78701
17,Valentis,345,,,,78701
