,Service,Type,Rating,Hires,Price,Zip Code
0,Noella's Henna Art,428,5,69,100/hour,95112
1,Sona's Designs,428,5,3,75/hour,95112
2,Neethenna,428,5,4,80/hour,95112
3,Henna Creationz SD,428,5,9,80/hour,95112
4,makeupStar Studio,428,4.5,6,,95112
