,Service,Type,Rating,Hires,Price,Zip Code
0,Motif Makers,51,5,32,,94108
1,Sanchez construction,51,5,9,,94108
2,J.C. Construction,51,5,22,,94108
3,Villa interior cabinets and finish carpentry,51,5,18,,94108
4,Osflooring,51,5,20,,94108
5,Smith and son construction,51,4.5,26,,94108
6,Mjs services,51,5,57,,94108
7,Cruz Custom Cabinets,51,5,16,,94108
8,Boutique Wood Works,51,,,,94108
9,Rios carpentry,51,,,,94108
10,Everlast Construction,51,4.5,3,,94108
11,Civil Custom Cabinets Inc,51,5,16,,94108
12,Handy Sammy,51,5,,,94108
