,Service,Type,Rating,Hires,Price,Zip Code
0,Team Enoch,57,5,1134,95/service,75207
1,"SWAN Electric, Plumbing, Heating and Air",57,4.5,1147,,75207
2,Metro Service Air conditioning and heating,57,5,45,45/service,75207
3,"Service One Air Cond., Heating, and Plumbing",57,5,33,59/service,75207
4,"GO Heating, Air & Plumbing",57,4.5,185,59/service,75207
5,Cobb Heat and AC,57,4.5,140,,75207
6,TRUE COMFORT heating and air conditioning llc,57,5,175,39/service,75207
7,First Responders General Contracting,57,5,4,89/service,75207
8,Frymire Home Services,57,4.5,180,79/service,75207
9,Stark Services,57,4,212,69/service,75207
10,Ruben's A/C & Heat LLC,57,5,4,,75207
11,King&Kidder air conditioning,57,5,38,45/service,75207
12,Master Tech Service,57,5,,75/service,75207
13,One Hour Air Conditioning and Heating DFW,57,4.5,,,75207
