,Service,Type,Rating,Hires,Price,Zip Code
0,The Black Firm,363,5,27,155,30303
1,Law Office of Danielle J Eliot PC,363,5,,150,30303
2,Meyerson Law,363,5,45,115,30303
3,Gina Micalizio Attorney At Law PC-Marietta,363,4.5,4,75,30303
