,Service,Type,Rating,Hires,Price,Zip Code
0,Kobi Organizing,155,5,,150,90013
1,1-800-GOT-JUNK? (LA Metro),155,5,8,198,90013
2,Nery's Tree Service & Hauling,155,5,278,100,90013
3,Family Junk Removal LLC and cleaning service,155,4.5,8,180,90013
4,M&G Hauling service,155,5,,125,90013
5,KAIO Construction Group Inc,155,5,,500,90013
6,TheSaucedoBros,155,5,3,115,90013
7,Wills hauling,155,5,,150,90013
8,"Vista Global Networks, Inc.",155,,,,90013
9,JM HAULING SERVICE,155,5,,,90013
10,Hyetower Enterprises,155,5,5,,90013
