,Service,Type,Rating,Hires,Price,Zip Code
0,Hope City Cleaning,148,4.5,237,120,37219
1,Mary Cleaning Services,148,4.5,18,,37219
2,YAY CLEAN HOUSEKEEPING,148,4.5,19,,37219
3,Maidattendants,148,5,24,120,37219
4,Clean Sweep Commercial Cleaning LLC,148,5,69,100,37219
5,Premier Power Washing and Exterior Services,148,5,7,,37219
6,H&Home Services and Solutions,148,4.5,4,,37219
7,Liz’s Cleaning,148,5,,,37219
8,Kellie Klean,148,5,32,90,37219
9,J&J Perfect Cleaning,148,5,,130,37219
10,Get Clean,148,5,,,37219
11,"1220 Home Services, LLC",148,5,,110,37219
12,Services By: Tara Knight,148,4.5,27,115,37219
13,A Maid for You,148,4,2,,37219
14,Tots Aloud Baby Gear Cleaning,148,,,,37219
15,MV Cleaning Service,148,,,,37219
16,Cleaning with class,148,,,,37219
17,Mdw cleaning,148,4.5,,200,37219
18,Flores House Cleaning,148,5,4,,37219
