,Service,Type,Rating,Hires,Price,Zip Code
0,LoHud Comedy,383,5,155,600/hour,07102
1,John McClellan,383,5,15,425/hour,07102
2,Kristoff the Magician NYC,383,5,6,"2,000/hour",07102
3,John Wendel,383,5,74,600/hour,07102
4,Phil Selman Roastmaster Stand-Up Comedian,383,5,,600/hour,07102
5,Clint Esposito Comedy Shows,383,5,,300/hour,07102
6,Amazing Ivan: Guinness World Record Holder,383,5,15,350/hour,07102
7,Sandy Hackett Comedy - Philadelphia,383,5,2,,07102
8,Johnny Lampert,383,5,16,"1,750/hour",07102
9,Fred Berthelot - Architect of The Mind (Mentalist),383,5,,750/hour,07102
10,Max Sheppard Comedy,383,5,,,07102
11,Gemini Comedy Entertainment Inc.,383,5,2,400/hour,07102
12,David Piccolomini,383,5,,,07102
