,Service,Type,Rating,Hires,Price,Zip Code
0,Ctrell Designs,20,5,137,,78701
1,CinnaDesigns,20,5,118,249/logo,78701
2,Logozigner,20,5,37,199/logo,78701
3,"Spark Creative | Logo, Graphic, Website",20,5,1234,298/logo,78701
4,Cosmo Creative | Logo & Website Design,20,5,241,300/logo,78701
5,DJEI Graphics,20,5,75,100/logo,78701
6,Plus Art Graphics,20,5,37,600/logo,78701
7,GraphicStudio,20,5,20,169/logo,78701
8,DaChef Shadigidy,20,5,89,50/logo,78701
9,CGM DESIGNS,20,5,84,675/logo,78701
10,Derek Fullmer,20,5,42,200/logo,78701
11,PEG Creations | Logo & Graphic Design,20,5,34,140/logo,78701
12,Aaron Farrier | Visual Designer,20,5,22,299/logo,78701
13,3 In The Morning Creative,20,5,16,350/logo,78701
14,Creation Graphics 7,20,5,24,129/logo,78701
15,Transformed Design Inc. | Logo and Web Design,20,5,626,250/logo,78701
16,"RT Graphics | Logo, Graphics & Website",20,5,529,225/logo,78701
17,D. Oliver Design,20,5,,150/logo,78701
18,Hope Tako,20,5,,350/logo,78701
19,Design Beyond the Lines,20,5,37,200/logo,78701
20,"Blake Andujar Design | Logo, Graphic, Website",20,5,260,,78701
21,Inkable llc.,20,5,,689/logo,78701
22,Tobias Davis Design,20,5,,60/logo,78701
23,The Scarlet Creative,20,5,13,250/logo,78701
24,KGP Studios,20,5,26,150/logo,78701
25,Mike Dro Design Co,20,5,,,78701
26,Afo Design,20,5,,150/logo,78701
27,Marketing that Works! Designs that Impress!,20,5,129,199/logo,78701
28,Jjonesgraphics,20,5,15,250/logo,78701
29,Designed Images,20,5,12,150/logo,78701
