,Service,Type,Rating,Hires,Price,Zip Code
0,Order My Maid,63,4.5,417,100,78701
1,E&R commercial/residential services,63,5,22,,78701
2,R & M Cleaning Service,63,5,2,100,78701
3,Clean'n Green,63,4.5,72,,78701
4,iJanitorial,63,5,11,199,78701
5,"Express Commercial Cleaning, Inc (Construction ...",63,5,2,,78701
6,Meraki Janitorial Services,63,5,,110,78701
7,Clean Up,63,5,,125,78701
8,Emery Clean,63,,,,78701
9,The Original Cleaning Services,63,,,,78701
10,Homeer of Central Texas,63,4.5,7,64,78701
11,"Porchlight Services, LLC.",63,2,,,78701
12,Castle Cleaning,63,4.5,167,92,78701
13,Buildingstars Commercial Cleaning Solutions,63,5,5,25,78701
