,Service,Type,Rating,Hires,Price,Zip Code
0,Air Pro UT,57,5,18,45/service,84111
1,ProCareMan,57,5,274,150/service,84111
2,Monarch Heating and Air,57,4.5,183,49/service,84111
3,"Bjorkmans Construction, L.L.C.",57,5,5,45/service,84111
4,All Hours Plumbing,57,4.5,95,89/service,84111
5,Main Street Heating & Cooling,57,5,14,79/service,84111
