,Service,Type,Rating,Hires,Price,Zip Code
0,Forsyth Plumbing,119,5,190,130,95112
1,Vlad's carpentry and finish jobs,119,5,22,125,95112
2,Goodwire Electric,119,4.5,29,,95112
3,911ApplianceRepairServices,119,4.5,28,69,95112
