,Service,Type,Rating,Hires,Price,Zip Code
0,Cuddle Up Petsitting,13,5,24,10/walk,84111
1,Critter Care Pet Sitting Services,13,5,48,15/walk,84111
2,Downtown Pets,13,5,5,15/walk,84111
3,Aarf Pet Care,13,5,39,18/walk,84111
4,"Vet Tech Pet Sitting, LLC",13,5,54,15/walk,84111
5,Merry Pets,13,5,49,17/walk,84111
6,Aquatics/ General:,13,5,3,12/walk,84111
