,Service,Type,Rating,Hires,Price,Zip Code
0,Better Burger Catering - Private Chef Stations,25,5,14,15/person,11021
1,"Juste Hors D'Oeuvres and Much More, LLC",25,5,139,25/person,11021
2,JP Fine Foods LLC,25,5,318,50/person,11021
3,The Sofo Spoon,25,5,23,75/person,11021
4,Liberty Street Events,25,5,18,75/person,11021
5,Eat Along With Lex LLC,25,5,9,,11021
6,The Hamptons Chefs,25,5,32,75/person,11021
7,Dan Marzano’s Mobile Pizza,25,5,5,18/person,11021
8,NY Catering Service,25,5,174,50/person,11021
9,BSC- Your Private Chef’s,25,5,15,35/person,11021
10,Sunflowers Catering and Event Planning,25,5,99,30/person,11021
11,Renegade Outpost,25,4.5,278,65/person,11021
12,S.G.S Catering & Private Chef Services LLC,25,5,230,26/person,11021
13,Cornbread & Caviar,25,4.5,6,,11021
14,Clarendon Cuisines Catering Services LLC,25,5,66,40/person,11021
15,Gotham City Desserts LLC,25,5,2,,11021
16,Elena Apostolides,25,5,18,40/person,11021
17,CLIENTEL PRODUCTIONS,25,5,,50/person,11021
18,Kate's Bartending Service,25,5,,26/person,11021
19,Negril Village Restaurant,25,,,18/person,11021
20,Casa Catering,25,5,,25/person,11021
21,Colbeh & Paprika catering,25,5,,35/person,11021
22,Mama Kern's,25,,,35/person,11021
23,Likkle More Jerk,25,,,25/person,11021
24,Bakedbymikaela,25,4.5,,25/person,11021
