,Service,Type,Rating,Hires,Price,Zip Code
0,Master Carpet Cleaning,253,5,270,,84111
1,Bgreen,253,5,30,,84111
2,One Stop Shop Home Services,253,5,12,20,84111
3,Dirty 2 Clean Window and Cleaning Services,253,5,2,,84111
