,Service,Type,Rating,Hires,Price,Zip Code
0,Professional Magician Roger Wayne Despard,381,4.5,106,150,40507
1,Josh Fletcher-#1 Corporate Entertainer,381,5,,,40507
2,Mark Comley Magic Show,381,5,21,250,40507
3,Magic with a Mission and The Magic of Michael P...,381,5,30,175,40507
4,Terry Francis - Purveyor of Magic & Mystery,381,5,19,,40507
5,"SCOPE, LLC",381,5,8,75/hour,40507
6,Spiritual Insight,381,5,,,40507
