,Service,Type,Rating,Hires,Price,Zip Code
0,Kibuk Tile And Stone LLC,138,4.5,55,,98507
1,NWF Construction,138,5,,,98507
2,Chumley Construction LLC,138,5,12,,98507
3,Bob Larson Plumbing LLC,138,5,36,,98507
4,GRC Prime Bath,138,5,2,,98507
