,Service,Type,Rating,Hires,Price,Zip Code
0,HNL Construction,138,5,3,125/on-site,75207
1,Dallas Woodworks,138,5,18,,75207
2,Defiant Remodeling,138,4.5,8,,75207
3,Safeguard Bath Systems of Texas LLC,138,4.5,6,,75207
4,Ryon Construction Group,138,4.5,3,,75207
5,1 Day Showers,138,5,3,,75207
6,Foundation repair,138,4.5,4,,75207
7,Task Force NTX LLC,138,4.5,9,,75207
8,H & E Remodeling and Painting Company,138,5,,,75207
9,1 Day Showers,138,5,5,,75207
10,TTB,138,4,3,,75207
11,Big beard plumbing and remodeling,138,5,12,,75207
12,PMC Construction,138,,,,75207
13,E&H Construction,138,4.5,46,,75207
14,Hackett Plbg. & Remodel,138,4.5,45,,75207
15,Gregory Hagmann Architect,138,4,17,,75207
16,Richard Alligood Custom Homes LLC,138,5,,,75207
17,Baker Roofing and Construction Inc.,138,5,4,,75207
18,Jubilee Marble & Granite,138,4.5,99,,75207
19,J&A Painting LLC,138,5,,,75207
