,Service,Type,Rating,Hires,Price,Zip Code
0,We Move It LLC,163,4.5,214,70/hour,23219
1,"Bellhops Moving (Richmond, VA)",163,4.5,22,149/hour,23219
2,"KDS Logistics, LLC",163,5,132,150/hour,23219
3,Cavalier Moving,163,4.5,43,160/hour,23219
4,Heroes Moving & Storage,163,5,171,130/hour,23219
5,Grandeur Moving,163,4.5,46,80/hour,23219
6,Golsom Group Movers,163,5,5,110/hour,23219
7,Tried & Tested LLC,163,5,248,100/hour,23219
8,Velocious Movers,163,5,58,120/hour,23219
9,Junk Removal 24/7 LLC,163,5,70,,23219
10,K.R.M Delivery & Moving Services,163,5,2,150/hour,23219
11,"Pick Up Movers, LLC VA",163,4.5,85,,23219
12,Moving Solutions Raleigh,163,4.5,6,,23219
13,Keepitmovingva,163,5,,100/hour,23219
14,Kairos Moving Company,163,5,14,120/hour,23219
