,Service,Type,Rating,Hires,Price,Zip Code
0,Murphy Contractor’s Services LLC,6,5,6,,20001
1,GC GROUP CONSTRUCTION LLC,6,5,,,20001
2,BUILDM: Commercial Design/Build,6,5,5,,20001
3,NewRay Development,6,4.5,51,,20001
4,Wasi Solutions LLC,6,5,96,,20001
5,Renaissance Contractor,6,5,173,,20001
6,Fairfax Build & Design,6,5,7,,20001
7,Closet America,6,4.5,23,,20001
8,CABINET AND GRANITE DEPOT,6,4,12,,20001
9,Calico Custom Builds,6,,,,20001
10,Lorton Granite & Marble,6,5,3,,20001
11,Capital Remodeling,6,5,,,20001
12,BEMAC LLC,6,,,,20001
13,"King's Landing Properties, LLC",6,5,,,20001
14,Waypoint Construction,6,5,,,20001
