,Service,Type,Rating,Hires,Price,Zip Code
0,Window Genie of Richmond,266,5,43,129,23219
1,Amanda's cleaning services,266,4.5,11,,23219
2,Ramos Multi-Cleaning Service LLC.,266,4.5,11,,23219
3,S&K Enterprises,266,5,30,35,23219
