,Service,Type,Rating,Hires,Price,Zip Code
0,B. Remembered Productions,451,5,217,100/hour,03301
1,Dante Luna Film & Photography,451,5,111,350/hour,03301
2,E.C. Studio,451,5,142,175/hour,03301
3,Jamie Childs Photography,451,5,2,233/hour,03301
4,Andrew & Jaclyn Photography and Videography,451,5,38,,03301
5,Faithful Dog Digital -Boston & NE,451,5,2,,03301
6,Vargas Videography,451,5,7,,03301
7,Reel Big Media,451,5,67,,03301
8,"LiFi Media Production, LLC",451,5,6,350/hour,03301
9,IDNTY Cinematography,451,5,18,150/hour,03301
10,Blinkedtobeauty,451,5,2,,03301
11,Magic Film Maker: IAmAnthonyD,451,5,15,65/hour,03301
12,East Coast Content,451,5,11,,03301
13,The MultiMedia Station,451,5,33,75/hour,03301
14,Kevin E. Wood - CapriTaurus Media,451,5,120,75/hour,03301
15,Inspired Light Films,451,5,66,75/hour,03301
16,KBVideo Memories,451,5,116,50/hour,03301
17,Mohammad Dezfuli,451,5,22,75/hour,03301
18,Horned Melon Productions,451,5,23,70/hour,03301
19,Kelly Rose Productions,451,5,17,50/hour,03301
20,JOCO Media,451,5,51,,03301
21,Be Scene Ceremonies,451,5,9,55/hour,03301
22,DMF Films,451,5,29,85/hour,03301
23,The Customer Story,451,5,13,100/hour,03301
24,Wildwood Digital Media,451,5,25,75/hour,03301
25,G&K Media,451,5,20,50/hour,03301
26,Sean McGee Creative,451,5,12,50/hour,03301
27,Bogard Media Productions,451,5,8,,03301
28,Reel Lyfe Productions,451,5,27,60/hour,03301
29,Ian Albert,451,5,42,100/hour,03301
