,Service,Type,Rating,Hires,Price,Zip Code
0,WELL COACHED LIFE & GRIT Kids,291,5,47,200,58102
1,Joan Warren Therapy,291,5,531,120,58102
2,"Dr. Clinton Bullock, Ed.D., CPC",291,5,27,75/session,58102
3,"Emotional Healing & RTT Hypnotherapy Fischer, MD",291,5,74,170,58102
4,Lightworks Therapy,291,5,25,125,58102
5,Life Bridge Coaching,291,5,374,125,58102
6,Guidance Motivational Counseling,291,5,19,50/session,58102
7,Dr. Carla McGowan Counselor/ Master Life Coach,291,5,76,110,58102
8,ISO Life Coaching Services,291,5,18,250,58102
9,Mind Body Spirit,291,5,40,50/session,58102
10,Cheryl Lister,291,5,6,150,58102
11,"Sue Rivera, In Bloom Counseling-Coaching",291,5,,100/session,58102
12,Agape Christian Therapy/Counseling,291,5,12,70,58102
13,Scott Harrison,291,5,45,100,58102
14,Ellev8 Movement,291,5,43,111,58102
15,Don Foor,291,5,240,100,58102
16,"Providence Holistic Counselor, Coach & Reiki",291,5,56,80,58102
17,Jeff Yalden,291,5,2,100/session,58102
18,Elate Life Coaching,291,5,2,,58102
19,Jeffrey Batton,291,5,24,125,58102
20,Tozzi Yoga & Yoga Therapy,291,5,,100/session,58102
21,Embracing Self - Life Coaching & Counseling,291,5,6,50/session,58102
22,"XYZ Life Coach, Board-Cert. & Masters Dgr. / WA-DC",291,5,16,85/session,58102
23,"Heather Siegel, Mind/Body and Life Specialist",291,5,11,70/session,58102
24,Hunter Coaching and Hypnotherapy,291,4.5,17,100,58102
25,Harrison Pastoral Services,291,5,6,135/session,58102
26,"Daniel Gopin, LPC",291,5,100,110,58102
27,The Nairubbean LLC,291,5,5,100,58102
28,Hypnosis At Kinetic Healing Connection,291,5,16,,58102
29,Lisa Moore-Kerigan,291,5,2,80/session,58102
