,Service,Type,Rating,Hires,Price,Zip Code
0,"An Event Supreme, LLC",376,5,9,,48226
1,3:Seventeen Weddings & Events,376,5,,,48226
2,The Best Day Details LLC,376,4.5,3,"1,600",48226
3,Carraway Creations LLC,376,5,3,,48226
4,The Top Pic Collective- All Things Social,376,5,59,"1,000",48226
5,Exquisite Weddings & Eventz,376,5,4,600,48226
6,Beautiful Days With Brandi,376,4.5,32,"1,250",48226
7,The Elite Event Co.,376,5,4,"1,600",48226
8,Ceremonies By Kristi,376,5,19,200,48226
9,D7 Unlimited,376,5,,,48226
10,Designs By Mimi,376,5,53,600,48226
11,A. Merisier Event Coordination & Design,376,5,7,"4,000",48226
12,Simply Elegant Event Decor & Planner,376,,,900,48226
13,"Maryland Notary & Consultants, LLC",376,5,5,300,48226
14,ChicCreativeConcepts by Tish,376,5,,,48226
15,PHIN Events + Catering,376,,,"2,010",48226
16,BeatByVai,376,5,,65,48226
17,"Hopson’s Event and Wedding Connection, LLC",376,5,,850,48226
18,POSH EVENTS,376,,,,48226
19,Actualité Event & Design,376,5,20,,48226
20,Sweet As Lace Weddings & Events,376,5,2,,48226
21,Fantaisie Events & Design,376,5,,"1,500",48226
22,Everlasting Weddings By Grace,376,5,5,"1,000",48226
23,Whimsical Wedding and event planning,376,,,250,48226
24,PLS Coordinate,376,5,14,,48226
25,RJS Event Designs,376,4.5,6,,48226
26,Coastal Sage Events & Design,376,5,3,"2,000",48226
27,Kavoossi Konsulting,376,5,,,48226
