,Service,Type,Rating,Hires,Price,Zip Code
0,Rays window cleaning and pressure washing LLC,195,5,59,75,29217
1,Purple Power Wash LLC,195,5,42,1,29217
2,"Southern Detail Softwash,LLC",195,5,17,89,29217
3,Master Blaster Pressure Washing,195,5,279,75,29217
4,Harris Co. Pressure Washing,195,5,3,,29217
5,Lindsay Pressure Washing & More,195,5,,,29217
6,Shingle Clean Columbia,195,5,20,79,29217
7,Odom pressure washer,195,5,,60,29217
8,Watson’s Pressure Washing Pros,195,5,4,79,29217
9,Hutto Home & Solar Services,195,5,,,29217
10,Sam Peters,195,4.5,19,100,29217
11,Boston Lawn Services,195,5,25,90,29217
12,SC Turf Pros Lawn Care & Junk Removal,195,5,18,,29217
13,Woobbie Wash,195,5,,90,29217
14,LJB Services,195,5,2,75,29217
15,Blue wave pressure washing,195,4.5,10,120,29217
16,Pro Clean Pressure Washing LLC,195,5,,,29217
17,Next Endeavor Pressure Washing,195,5,,125,29217
18,Pro Foam,195,5,,,29217
19,True Power Washing Co.,195,5,,50,29217
20,Christopher Johnson Etc. LLC,195,5,9,85,29217
21,Aamen Cleaning,195,5,,87,29217
22,Pitman Pressure Washing,195,,,75,29217
23,Ramsey's Do It All,195,,,,29217
24,Ashford Family Farms LLC,195,5,,,29217
25,Plant The Seed Landscape and Irrigation,195,4.5,43,,29217
