,Service,Type,Rating,Hires,Price,Zip Code
0,Maddys Kocktails & Event Services,28,5,207,50,75207
1,Mayan Bartending Services,28,5,155,30,75207
2,Royal 8 Events,28,5,34,60,75207
3,Big Easy Pour,28,5,55,50,75207
4,Professional Partiers,28,5,7,275,75207
5,ARenee Bar Plus Ten,28,5,30,35,75207
6,Got Drinks?,28,5,222,35,75207
7,Dallas Pullup Bar,28,5,5,200,75207
8,Pop Up Promo Support Solutions,28,5,,,75207
9,Perfect TeN {10} Bartending,28,5,16,72,75207
10,Bottoms Up Bartending,28,5,18,40,75207
11,DJ Shay Rock,28,5,2,50,75207
12,Gabby's Bar Mixes Catering,28,5,2,100,75207
13,Bonito Drinks,28,4.5,4,25,75207
14,Bartenderbooks,28,5,20,400,75207
