,Service,Type,Rating,Hires,Price,Zip Code
0,Greenlite repair service,57,4.5,97,85/service,48226
1,Panda Heating and Cooling Inc,57,4.5,294,75/service,48226
2,Onnit Heating and Cooling LLC,57,5,,65/service,48226
3,Eluxe Heating & Air Conditioning,57,4,11,125/service,48226
