,Service,Type,Rating,Hires,Price,Zip Code
0,Chris Michael Magic - #1 Thumbtack Pro,407,5,439,,21401
1,Magician Illusions by Vick,407,5,162,275,21401
2,Michael Chamberlin Magic,407,5,208,275,21401
3,The Classical Magic of Lawrence Lessner,407,4,29,150,21401
4,FACES - Family and Children's Entertainment Ser...,407,5,403,,21401
5,🔮 The Magic of Lyra🔮,407,4.5,10,250,21401
6,Myklar Productions,407,5,6,200,21401
7,Magical Entertainer Brent Kessler,407,5,19,500,21401
8,The Amazing Josini,407,5,2,375,21401
9,A Class Act Entertainment,407,4.5,21,175,21401
