,Service,Type,Rating,Hires,Price,Zip Code
0,Alithea Design,403,5,103,,55404
1,"Laura Powers Jewelry Stylist, Inc.",403,5,6,,55404
2,Bespoke Fine Jewelry,403,5,18,,55404
3,Gold 'N I,403,5,246,,55404
4,D&D Solutions,403,5,4,,55404
5,Princess Jewelers,403,5,4,,55404
6,MR Jewelers,403,5,3,,55404
7,Affordable Lawn Care /Affordable Power Wash,403,4.5,63,,55404
8,Tompson,403,5,6,,55404
9,Kaya’s bling,403,5,,,55404
10,Baguette Atelier - St. Louis,403,4,,,55404
11,Amy's Handmade Gifts,403,,,,55404
12,Mugggang LLC,403,4,,,55404
13,Milestone,403,,,,55404
14,Handmade Designs by Adria,403,,,,55404
