,Service,Type,Rating,Hires,Price,Zip Code
0,Scott Investigations & Training,323,5,36,70/hour,66603
1,🏆 Detective Chris | Solved It Investigations,323,5,282,250/hour,66603
2,F3 Intelligence Corp,323,5,70,250/hour,66603
3,Bower PI,323,5,,,66603
4,Toltec Investigations,323,5,103,150/hour,66603
5,Studium LLC,323,5,6,80/hour,66603
6,Online Dating Investigation * Identity * Catfish *,323,5,24,200/hour,66603
7,Certified Security and Investigations,323,5,19,140/hour,66603
8,ACOP(Investigations/Security),323,4.5,85,80/hour,66603
9,Redbeard Intelligence & Investigation,323,5,8,200/hour,66603
10,"Precision One, Inc.",323,4.5,32,100/hour,66603
11,Harbortown Investigative Services & Consulting LLC,323,5,9,75/hour,66603
12,Security Integrity Solutions,323,5,,80/hour,66603
13,AncesTree,323,5,50,,66603
14,SERAPH Inc.,323,4,201,75/hour,66603
15,Cal State Recovery,323,4,91,65/hour,66603
16,Green Knight Digital Investigations LLC,323,5,,100/hour,66603
17,DavisDNA & Family Research,323,5,27,,66603
18,Wessel Forensic Accounting,323,,2,125/hour,66603
19,A View From the Past,323,5,36,,66603
20,A Balanced Life,323,5,6,,66603
21,RMS Family Research,323,5,10,,66603
22,BMC ENTERPRISE,323,5,,90/hour,66603
23,Massage by Carlos,323,4.5,49,,66603
24,NG Lineages,323,5,,,66603
25,Lyght Detective Agency,323,4,66,,66603
26,"Hybrid-Training, LLC",323,5,27,,66603
27,The Wellbeing Advocate,323,5,,,66603
28,Tasty Curvs LLC,323,5,,,66603
29,Graystar Consulting,323,4.5,17,90/hour,66603
