,Service,Type,Rating,Hires,Price,Zip Code
0,Virginia Home Solution LLC,221,5,20,85,23219
1,Cardinal Creek Grounds Management,221,5,34,75,23219
2,Canuck Concrete LLC,221,,3,75,23219
3,Tecu Construction llc,221,5,45,,23219
