,Service,Type,Rating,Hires,Price,Zip Code
0,"Mosaic Consulting & Tax, PC",327,5,136,250,70114
1,Tax Help of Carrollton,327,5,66,175,70114
2,"Steve Shapiro, EA",327,4.5,57,179,70114
3,"Financial Solutions, Inc.",327,5,67,150,70114
4,T & Y CPA Services,327,5,2,,70114
5,Perkins Total Tax & Accounting Solutions,327,5,168,200,70114
6,Shaw Tax Service,327,5,114,165,70114
7,HYGPJ Financials,327,5,75,225,70114
8,Yellow Rose Tax/Business Services,327,5,8,,70114
9,"Benedict George, LL.B, CPA",327,5,18,125,70114
10,Tax Genius,327,5,117,249,70114
11,Tax Geaks,327,5,53,,70114
12,Quality Tax Service,327,5,46,175,70114
13,JCC & Associates LLC,327,5,27,200,70114
14,Number Sense Accounting & Bookkeeping Services,327,5,12,150,70114
15,Sage Systems Accounting Services,327,5,2,140,70114
16,"CM Business Solutions, LLC",327,5,36,130,70114
17,Top's Noble Tax Services,327,4.5,46,199,70114
18,Swarbrick Tax Services,327,5,31,275,70114
19,Michael Verderosa CPA P.C.,327,5,44,200,70114
20,Advantage Business Resources,327,5,9,250,70114
21,"Kenneth P. Rapoport CPA, Ltd.",327,4.5,7,300,70114
22,DH Financial,327,5,12,150,70114
23,Thomas Hawbaker CPA PLLC,327,5,3,,70114
24,KMT Accounting & Tax Services LLC,327,5,41,180,70114
25,"IRS Tax Solutions (Austin, TX)",327,5,29,,70114
26,"Tax And Business Solutions MBA,EA",327,5,157,140,70114
27,Perkins Tax Services,327,5,3,,70114
28,GARIN A TASSAINER CPA,327,5,77,200,70114
29,Teresa Emerson - Emerson LLC - Ft Collins Colorado,327,5,45,100,70114
