,Service,Type,Rating,Hires,Price,Zip Code
0,Comfort moving ky,177,5,34,14/hour,40507
1,Ceazar Boyz Moving,177,3.5,5,75/hour,40507
2,Express Moving and Delivery Services,177,4.5,32,55/hour,40507
3,"Kentuckiana Moving, LLC",177,4.5,107,,40507
