,Service,Type,Rating,Hires,Price,Zip Code
0,Wash and Clear,62,5,52,197,33132
1,A & Y Cleaning Services,62,5,3,,33132
2,DUNAMIS PRO SERVICES,62,5,6,185,33132
3,Sapphire Cleaning Solutions,62,5,9,,33132
4,Dry Green Cleaning of Miami,62,,,199,33132
5,Alpha Painting,62,1,,195,33132
