,Service,Type,Rating,Hires,Price,Zip Code
0,Healing Reiki: Livingonwellness,496,5,,75/lesson,10007
1,Healing Intentions,496,5,120,75/lesson,10007
2,Alternative Holistic Energy Healing,496,5,11,250/lesson,10007
3,Jennie Thai massage.,496,5,92,1/lesson,10007
4,Susana Vargas,496,5,48,,10007
5,Reiki Healing Reiki Master Teacher/Practitione...,496,5,16,175/lesson,10007
6,SoulHealingbyRay,496,5,,,10007
7,Gaia Healing Reiki,496,5,18,125/lesson,10007
8,Reiki Essence Healing Arts,496,5,17,395/lesson,10007
9,Luz de Luna Reiki,496,5,,100/lesson,10007
10,Soothing expressions,496,5,,120/lesson,10007
11,Enlightened Path Healing,496,5,,,10007
12,Tania Torres Hypnosis (Online),496,5,,200/lesson,10007
13,Unique Weddings with Unity Reverend Debbie Sulner,496,5,19,125/lesson,10007
14,Paloma Schultz,496,5,,150/lesson,10007
15,J,496,5,,150/lesson,10007
