,Service,Type,Rating,Hires,Price,Zip Code
0,Chef Dave's Private Dinners,414,5,48,50/person,37219
1,Chef B Creations,414,5,16,35/person,37219
2,Desmond's Catering,414,5,10,25/person,37219
3,Spice & Ivy,414,5,,,37219
4,South End Lilly's,414,5,24,25/person,37219
