,Service,Type,Rating,Hires,Price,Zip Code
0,Levinson Interiors,3,5,9,150/hour,33132
1,Bi Borlenghi Interiors,3,5,12,120/hour,33132
2,LUX Interiors by Yuni,3,5,9,100/hour,33132
3,Oz Interior Designs,3,5,63,95/hour,33132
4,Diana Alcantara Interior Design,3,4.5,14,100/hour,33132
5,Andrea Anez,3,5,5,89/hour,33132
6,Ancar Creations,3,5,,60/hour,33132
7,Designed by Dina,3,5,4,95/hour,33132
8,Mor Gur Design,3,5,,60/hour,33132
9,Myers Stevens Interior Design,3,5,,125/hour,33132
10,Beyond modern interiors,3,5,,,33132
11,Amare House & Design by Chiara Ricci,3,5,95,95/hour,33132
12,Sarah Decor Studio,3,5,22,125/hour,33132
13,Fernandez Architecture,3,5,,150/hour,33132
14,Home By Taylor LLC,3,5,,150/hour,33132
15,Claudia Morales,3,5,2,,33132
16,Visual Impact Unlimited,3,5,11,,33132
17,Gabriella Colón,3,5,,200/hour,33132
18,Vital Lux Interiors,3,5,,100/hour,33132
19,Contemporary Interiors by MOC,3,5,22,,33132
20,THE KAYROS GROUP,3,5,,120/hour,33132
21,DD Designs,3,5,,125/hour,33132
22,MAP Designs,3,,,,33132
23,Swan Design,3,5,,,33132
24,Rooms by Eve,3,5,2,120/hour,33132
25,Atelier Honnete,3,5,,150/hour,33132
26,Decor Express,3,5,,125/hour,33132
27,RebMckown,3,,,120/hour,33132
28,Simply Sleek Designs By Speed,3,,,,33132
29,City Blinds Us,3,,,,33132
