,Service,Type,Rating,Hires,Price,Zip Code
0,DTS Logistics,109,4.5,86,85/hour,85001
1,Lugg - On-Demand Moving 📱,109,5,21,,85001
2,The Moving Guy,109,4.5,316,,85001
3,Pinks Moving,109,5,19,115/hour,85001
4,Heavy-Duty Heroes LLC,109,5,5,150/hour,85001
5,JWV Consortium LLC dba Are you done with that,109,5,49,,85001
6,C.A.Y.S. House Cleaning,109,4.5,82,25/hour,85001
7,The G.O.A.T. Moving & Services LLC,109,5,,93/hour,85001
8,IDR Moving and Storage,109,4.5,5,100/hour,85001
9,General JoJo's Moving Company LLC.,109,5,5,75/hour,85001
