,Service,Type,Rating,Hires,Price,Zip Code
0,young stucco,230,4.5,7,,21401
1,BUILDM: Commercial Design/Build,230,5,6,,21401
2,RGGENERAL CONTRACTOR LLC,230,4,2,,21401
3,Revival Builders,230,4.5,5,,21401
4,"Vip-Restoration,Inc",230,4.5,25,,21401
