,Service,Type,Rating,Hires,Price,Zip Code
0,Seattle Steamers,253,4.5,628,28,98105
1,Vip Restoration Services llc,253,5,34,,98105
2,"Glow Professional Home Cleaning Services,Inc",253,5,50,,98105
3,Dry Green Cleaning of Seattle,253,3.5,15,45,98105
