,Service,Type,Rating,Hires,Price,Zip Code
0,BOF Makeup Artistry,26,5,66,100,77002
1,Inner Beauty,26,4.5,128,80,77002
2,Sydney Grace Beauty,26,5,48,70,77002
3,Bella Galore Artistry,26,5,3,90,77002
4,Vivid Glam Artistry,26,5,69,65,77002
5,The Glam Studio,26,4.5,7,50,77002
6,Glam it Up by Jamie MUA ✨,26,5,16,,77002
7,Fairy Blend Muva,26,5,3,60,77002
8,Bridal Glam and Co,26,5,30,75,77002
9,VeroMUA,26,5,8,90,77002
10,Ressie Marie Beauty,26,5,10,40,77002
11,The Makeup Vault,26,5,95,80,77002
12,Lux Artistry @luxartistryxmj,26,5,14,65,77002
13,Vickey Lee Makeup Artist,26,5,5,60,77002
14,Curl Up & Dye - Killer Hair & Makeup by Kristi,26,5,2,,77002
15,Vanesa Contours,26,5,5,75,77002
16,Isabel Cristina Beauty,26,5,4,100,77002
17,PMU by Sabrina,26,4.5,22,80,77002
18,KHBeauty,26,5,89,95,77002
19,Confident Beauty by Kee,26,5,2,75,77002
20,Crowned beauty Artistry,26,5,3,100,77002
21,ChrisjayArtistry,26,5,10,,77002
22,Felina V. Beauty 💄,26,5,,100,77002
23,Makeup By Jolie Jade,26,5,56,75,77002
24,Bentley Artistry,26,5,,200,77002
25,Makeup by Jen,26,5,25,75,77002
26,Empire Faces,26,5,44,100,77002
27,Makeup by Newsha,26,5,23,100,77002
28,Glam by Wajiha,26,5,6,,77002
29,Beauty Features Spa Lounge,26,5,,,77002
