,Service,Type,Rating,Hires,Price,Zip Code
0,Canine Crew Spa Mobile,297,4.5,213,,95112
1,Silicon Valley Grooming,297,5,,,95112
2,Angela's Pet Grooming,297,4.5,119,,95112
