,Service,Type,Rating,Hires,Price,Zip Code
0,Alithea Design,403,5,103,,48226
1,"Laura Powers Jewelry Stylist, Inc.",403,5,6,,48226
2,Motif Jewelers,403,4.5,3,,48226
3,Bespoke Fine Jewelry,403,5,18,,48226
4,Gold 'N I,403,5,246,,48226
5,D&D Solutions,403,5,4,,48226
6,Princess Jewelers,403,5,4,,48226
7,Affordable Lawn Care /Affordable Power Wash,403,4.5,63,,48226
8,MR Jewelers,403,5,3,,48226
9,Tompson,403,5,6,,48226
10,Kaya’s bling,403,5,,,48226
11,Baguette Atelier - St. Louis,403,4,,,48226
12,Amy's Handmade Gifts,403,,,,48226
13,Mugggang LLC,403,4,,,48226
14,Milestone,403,,,,48226
15,Handmade Designs by Adria,403,,,,48226
