,Service,Type,Rating,Hires,Price,Zip Code
0,Jimmie Stephens,280,5,106,90,48933
1,Don Foor,280,5,239,100,48933
2,Monib Thomas,280,5,14,,48933
3,Coaching to Sea,280,5,3,85,48933
4,Jeffrey Batton,280,5,24,125,48933
5,Harrison Pastoral Services,280,5,6,,48933
6,Healthy Expressions,280,5,16,150,48933
7,"SUNRISE Coaching by Sol Larrea, Counselor & Coach",280,5,10,150,48933
8,Abundant Solutions Counseling L.L.C,280,5,,120,48933
9,Clayton Coaching,280,5,,98,48933
10,148 Counseling - 148 Wellness,280,5,,90,48933
11,"XYZ Life Coach, Board-Cert. & Masters Dgr. / WA-DC",280,5,16,85,48933
12,Gladiator Coaching,280,5,5,150,48933
13,Scott Golden,280,5,163,75,48933
14,"Daniel Gopin, LPC",280,5,100,110,48933
15,Fr. Alan Akridge+,280,5,,75,48933
16,Men's Coach | Mindful Millennial Coaching,280,5,,80,48933
17,Relationship Rehab Coach,280,5,,,48933
18,Monica Ahn - New Life Coaching,280,5,10,150,48933
19,completeyoucoaching,280,5,3,125,48933
20,Columbia Therapy Online,280,5,,135,48933
21,Merkaba Health and Wellness PMA,280,5,,60,48933
22,Texas Pastoral Care and Coaching,280,5,,,48933
23,Be Seen in the Light Ministry,280,5,,,48933
24,Lisa Moore-Kerigan,280,5,2,80,48933
25,The Counseling Center,280,4.5,7,135,48933
26,Sarah The Sex Coach,280,5,,185,48933
27,Sacred Dawn Beginnings,280,5,12,155,48933
28,Sacred Temple Arts,280,5,,,48933
29,Music Psychotherapy w/AmyLynn,280,5,,100,48933
