,Service,Type,Rating,Hires,Price,Zip Code
0,Gudiel electric,59,5,138,105/consult,95112
1,Azu Uzoh,59,5,,500/consult,95112
2,Electrical/remodelservices.,59,5,158,100/consult,95112
3,Nova Electric Inc,59,5,4,100/consult,95112
4,2020 ELECTRIC INC,59,5,12,,95112
5,JLC electric,59,3.5,7,,95112
6,Spectrum Lighting & Services,59,5,14,85/consult,95112
7,Electrical services,59,5,3,"1,900/consult",95112
8,Gabriel Electric,59,5,11,125/consult,95112
9,Shakayla Hicks,59,5,4,,95112
10,Goals Electric Company,59,4.5,78,,95112
