,Service,Type,Rating,Hires,Price,Zip Code
0,River Lawn Care,107,4.5,101,,97201
1,EC LAWN CARE,107,4.5,706,55,97201
2,LawnStarter Lawn Care,107,3.5,153,29,97201
3,ljm lawn care,107,5,,40,97201
4,Lawn Love Lawn Care,107,3,142,35,97201
5,Ernesto Landscaping LLC,107,5,,,97201
6,O.B. Gardens,107,4.5,6,,97201
7,Key Concepts Landscape Maintenance,107,4.5,401,,97201
8,Local Mowing Company,107,5,4,50,97201
9,R&M Landscape Maintenance,107,,,,97201
10,All In One Landscape Maintenance,107,5,9,,97201
11,Pro Service Landscaping,107,4.5,54,,97201
12,Green Scape Landscaping LLC,107,4.5,88,,97201
13,Mow Down LLC,107,4.5,12,,97201
14,Green time,107,,,,97201
15,Go green thumb,107,5,,,97201
16,New Era Landscape LLC,107,,,,97201
17,Kora’s landscaping,107,5,7,,97201
