,Service,Type,Rating,Hires,Price,Zip Code
0,S&S Carpet & Tile Cleaning,100,5,579,40/sq,33602
1,"Retro Floor Systems, Inc.",100,5,10,,33602
2,JP GROUT,100,5,17,,33602
3,Doctor Janitorial,100,5,3,,33602
4,P.Y.T Cleaning LLC,100,5,6,,33602
5,"MDT, LLC Commercial Services",100,5,12,,33602
6,Garcia’s improved Cleaning service,100,5,,,33602
7,BJK Tampa Cleaning,100,5,,2/sq,33602
8,Unique Resource Network,100,5,,,33602
