,Service,Type,Rating,Hires,Price,Zip Code
0,Alithea Design,403,5,103,,43215
1,"Laura Powers Jewelry Stylist, Inc.",403,5,6,,43215
2,Bespoke Fine Jewelry,403,5,18,,43215
3,Gold 'N I,403,5,246,,43215
4,D&D Solutions,403,5,4,,43215
5,Princess Jewelers,403,5,4,,43215
6,MR Jewelers,403,5,3,,43215
7,Affordable Lawn Care /Affordable Power Wash,403,4.5,63,,43215
8,Tompson,403,5,6,,43215
9,Kaya’s bling,403,5,,,43215
10,Baguette Atelier - St. Louis,403,4,,,43215
11,Amy's Handmade Gifts,403,,,,43215
12,Mugggang LLC,403,4,,,43215
13,Milestone,403,,,,43215
14,Handmade Designs by Adria,403,,,,43215
