,Service,Type,Rating,Hires,Price,Zip Code
0,ACE Data Recovery Philadelphia,314,5,7,,08608
1,Bauman's Computer Solutions,314,4.5,25,,08608
2,P&S Computer Service,314,5,17,,08608
3,Data Recovery NJ,314,4,11,,08608
4,SALVAGEDATA Recovery Stamford,314,5,3,,08608
