,Service,Type,Rating,Hires,Price,Zip Code
0,Jeff Pilkinton Art,418,5,2,,43215
1,Market League LLC | Consumer & Business Marketing,418,5,882,,43215
2,"RT Graphics | Logo, Graphics & Website",418,5,530,,43215
3,Nanasafo Art,418,5,,,43215
4,Creative Illustration,418,5,27,,43215
5,Art by Amit,418,5,3,,43215
6,Huffy Creative,418,5,85,,43215
7,Design Beyond the Lines,418,5,37,,43215
8,"Spark Creative | Logo, Graphic, Website",418,5,1234,,43215
9,Michael Moon Studio,418,5,42,,43215
10,Pixel's Dream - Illustrations,418,5,19,,43215
11,Marketing that Works! Designs that Impress!,418,5,129,,43215
12,Shahin Gutierrez,418,5,5,,43215
13,Davis Art and Animation - Graphic & Logo Design,418,5,120,,43215
14,Appi-po (Illustrations/Graphics),418,5,2,,43215
15,Art 4: Anna Leckie Art,418,5,2,,43215
16,Makartichan Arts - Illustrations,418,5,70,,43215
17,Naomi Barber Practice,418,5,3,,43215
18,I AM ILLUSTRATIONS,418,5,221,,43215
19,Melissa Richardson Fine Art,418,5,,,43215
20,Sketch Soup,418,5,60,,43215
21,Pazarts,418,5,6,,43215
22,Greg Schram Illustration,418,5,,,43215
23,Face Paint Parties!,418,5,15,,43215
24,SamStran Art,418,5,15,,43215
25,Infused Karma,418,5,6,,43215
26,Spencer Art,418,5,52,,43215
27,"Art With Anderson: Art, Illustration & Instruction",418,5,10,,43215
28,Roadrunner Murals (Grant & Kaylyn),418,5,5,,43215
29,Red's,418,5,3,,43215
