,Service,Type,Rating,Hires,Price,Zip Code
0,Y-Not Lewis LLC,155,5,68,90,29217
1,QualiTy Movers,155,4.5,20,95,29217
2,Emanuel's landscaping & lawn care.,155,5,54,85,29217
3,Michael Campbell LLC,155,5,58,95,29217
4,1-800-GOT-JUNK? (Columbia),155,5,,98,29217
5,Well's Sanitation Service,155,5,15,75,29217
6,Early Bird lawn Care & Maintenance Services,155,5,2,,29217
7,New Operations,155,5,9,85,29217
8,Road Ready Moving and Cleaning,155,4.5,54,75,29217
9,Hutto Home & Solar Services,155,5,,,29217
10,Erica's Professional Touch (EPT) Cleaning Service,155,5,33,,29217
11,Sweatman Moving,155,4.5,41,95,29217
12,Staceys cleaning sevice,155,5,,82,29217
13,QUIK Couriers,155,5,2,150,29217
14,Equity Hunters Property Solutions,155,,,,29217
15,1SHOTINK,155,,,,29217
