,Service,Type,Rating,Hires,Price,Zip Code
0,Supreme Makeup & Hair Designs,478,5,253,95/hour,99501
1,Faces by Emmy,478,5,151,80/hour,99501
2,Bijin skincare studio,478,5,4,95/hour,99501
3,JL Beauty,478,5,10,75/hour,99501
4,Makeup Design By Brittany Tuleja,478,5,2,200/hour,99501
5,MaireMakeup,478,5,13,76/hour,99501
6,Glam x Glow beauty,478,5,51,100/hour,99501
7,JussSavvy Beauty,478,4.5,24,,99501
8,ANIE MAKEUP,478,5,38,150/hour,99501
9,Makeup by Ivelina,478,5,115,80/hour,99501
10,Pluïs Belle,478,5,31,60/hour,99501
11,Heart & Soul Artistry,478,5,22,75/hour,99501
12,Artistry Crowning Beauty * Artistry & Aesthetics,478,5,33,80/hour,99501
13,Beauty by Essence,478,5,12,50/hour,99501
14,Bri Soffa Makeup Artistry,478,5,422,125/hour,99501
15,Inspire beauty studio LV,478,5,29,90/hour,99501
16,Hello Beautiful You,478,5,20,50/hour,99501
17,The Makeup Doctor @themakeupdoc,478,5,42,100/hour,99501
18,Keri x Beauty,478,5,8,75/hour,99501
19,Desireé Thomas,478,5,15,75/hour,99501
20,BeautyMarkArtistry,478,5,18,150/hour,99501
21,Ovation Beauty LLC,478,5,15,75/hour,99501
22,Lesley loves Lipstick,478,5,55,60/hour,99501
23,Krissy Faces,478,5,23,25/hour,99501
24,Almaz Does Beauty,478,5,14,,99501
25,A.M.P. Bridal and Event Hair & Makeup Artistry,478,5,18,85/hour,99501
26,Lipstick + Lashes by Monika,478,5,,,99501
27,KISS Of Color Artistry,478,5,3,45/hour,99501
28,The Lipstick Boss,478,5,12,100/hour,99501
29,NK Makeup,478,5,104,100/hour,99501
