,Service,Type,Rating,Hires,Price,Zip Code
0,DHammond Investigations,323,4.5,71,55/hour,40601
1,🏆 Detective Chris | Solved It Investigations,323,5,282,250/hour,40601
2,F3 Intelligence Corp,323,5,70,250/hour,40601
3,Bower PI,323,5,,,40601
4,Toltec Investigations,323,5,103,150/hour,40601
5,Studium LLC,323,5,6,80/hour,40601
6,Online Dating Investigation * Identity * Catfish *,323,5,24,200/hour,40601
7,Certified Security and Investigations,323,5,19,140/hour,40601
8,ACOP(Investigations/Security),323,4.5,85,80/hour,40601
9,Redbeard Intelligence & Investigation,323,5,8,200/hour,40601
10,"Precision One, Inc.",323,4.5,32,100/hour,40601
11,Harbortown Investigative Services & Consulting LLC,323,5,9,75/hour,40601
12,Security Integrity Solutions,323,5,,80/hour,40601
13,AncesTree,323,5,50,,40601
14,SERAPH Inc.,323,4,201,75/hour,40601
15,Cal State Recovery,323,4,91,65/hour,40601
16,Green Knight Digital Investigations LLC,323,5,,100/hour,40601
17,DavisDNA & Family Research,323,5,27,,40601
18,Wessel Forensic Accounting,323,,2,125/hour,40601
19,A View From the Past,323,5,36,,40601
20,A Balanced Life,323,5,6,,40601
21,RMS Family Research,323,5,10,,40601
22,BMC ENTERPRISE,323,5,,90/hour,40601
23,Massage by Carlos,323,4.5,49,,40601
24,NG Lineages,323,5,,,40601
25,Lyght Detective Agency,323,4,66,,40601
26,"Hybrid-Training, LLC",323,5,27,,40601
27,The Wellbeing Advocate,323,5,,,40601
28,Tasty Curvs LLC,323,5,,,40601
29,Graystar Consulting,323,4.5,17,90/hour,40601
