,Service,Type,Rating,Hires,Price,Zip Code
0,Jannservices,1,4.5,144,87,77002
1,GiGi's Cleaning Service,1,5,7,110,77002
2,Maid In Bliss,1,4.5,20,100,77002
3,Neat Freaks Houston,1,5,3,100,77002
4,Oracle Cleaning Services,1,4.5,78,92,77002
5,Anto’s Cleaning Services,1,4.5,83,135,77002
6,Kalm Cleaners,1,5,3,,77002
7,"Professional cleaning "" E JCLEANING """,1,4.5,142,,77002
8,D'Light Cleaning Svs,1,5,,,77002
9,Walkers Angels Cleaning Service,1,5,72,80,77002
10,E&D Pressure Washing & Housekeeping Services,1,5,,75,77002
11,Teressa's Helping Hands Services,1,,3,125,77002
12,Rosemoney,1,5,,95,77002
13,TX Pro Cleaners,1,5,,120,77002
