,Service,Type,Rating,Hires,Price,Zip Code
0,Execute Training,7,5,8,40,36104
1,TrainerManSam,7,5,,30,36104
2,ISAAK HAWK COACHING,7,5,52,60,36104
3,Beau Gardner,7,5,142,"1,000",36104
4,GYMGUYZ #1 In Home Personal Training,7,5,,60,36104
5,TMaura,7,5,,135,36104
6,Jess Morimando,7,5,2,90,36104
7,Jake Foutz | Fitness Xperts Gym,7,5,40,45,36104
8,Markstrong Training,7,5,11,50,36104
9,Med Tabar,7,5,,70,36104
10,FITNUTPROS,7,4.5,28,70,36104
11,Wave Fitness $270 for 10x60min,7,5,20,27,36104
12,Justin Cayton,7,5,,70,36104
13,Klasik Fit,7,5,36,,36104
14,Vega Muscle LLC,7,5,,65,36104
15,Rising Tide Wellness,7,5,,55,36104
16,Kickoff: Daily remote training for $3/day,7,5,,,36104
17,Kanthaka Personal Trainers and Yoga Instructors,7,4.5,52,42,36104
18,Elite Training,7,5,2,60,36104
19,Runonheart Personal Training Fitness and Nutrition,7,5,18,65,36104
20,Weightloss For Busy Proffessionals,7,5,,60,36104
21,RX Fit,7,5,21,100,36104
22,Slopeside Fitness LLC,7,5,,50,36104
23,Run For Life Performance & Physical Therapy,7,5,,95,36104
24,Jeff Scavo Fitness,7,5,16,75,36104
25,Zion Health and Wellness,7,5,298,60,36104
26,Odd Fit LLC,7,5,,50,36104
27,Platinum Fitness Co,7,5,,250,36104
28,"GIRLS ONLY, 📍LOS ANGELES/ OFFER REMOTE TRAINING",7,5,64,110,36104
29,HypertroFit LLC,7,5,185,255,36104
